Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
111,13,2,0.0,0,5.0,1917769,0.0,0.0,2,0.0,10,10.439999999999992,UNSAT,,0.054,
112,25,5,0.0,0,1.015600048351288,15753149,0.0,0.0,2,0.0,10,10.439999999999992,UNSAT,,0.053,
113,25,2,0.01,0,1.0286006558418275,1917769,0.01,0.0,2,0.0,10,10.449999999999992,UNSAT,,0.053,
114,25,4,0.01,0,1.015600048351288,15375424,0.01,0.0,2,0.0,10,10.459999999999992,UNSAT,,0.053,
115,13,4,0.01,0,5.0,16690468,0.01,0.0,2,0.0,11,10.469999999999992,UNSAT,,0.053,
116,26,3,0.04,0,1.0442001450538636,1009110,0.04,0.0,2,0.0,11,10.509999999999991,UNSAT,,0.078,
117,13,5,0.01,0,5.0,8818930,0.01,0.0,2,0.0,11,10.51999999999999,UNSAT,,0.078,
118,27,1,0.0,0,1.0052006471633912,5320365,0.0,0.0,2,0.0,11,10.51999999999999,UNSAT,,0.052,
119,27,4,0.01,0,1.031633459377289,16690468,0.01,0.0,2,0.0,11,10.52999999999999,UNSAT,,0.053,
120,27,5,0.0,0,1.0186336267471314,8449837,0.0,0.0,2,0.0,11,10.52999999999999,UNSAT,,0.053,
121,27,4,0.01,0,1.137367032814026,165298,0.01,0.0,2,0.0,11,10.53999999999999,UNSAT,,0.053,
122,27,3,1.0628339875221253,1,1.0628339875221253,1009110,1.01,0.0,0,0.0,11,11.54999999999999,TIMEOUT,,1.082,
123,13,3,0.03,0,5.0,13486015,0.03,0.0,2,0.0,12,11.57999999999999,UNSAT,,0.079,
124,28,2,0.0,0,1.0026002157211304,1917769,0.0,0.0,2,0.0,12,11.57999999999999,UNSAT,,0.053,
125,28,2,0.0,0,1.0052006471633912,14656913,0.0,0.0,2,0.0,12,11.57999999999999,UNSAT,,0.054,
126,28,2,0.0,0,1.0052006471633912,8404473,0.0,0.0,2,0.0,12,11.57999999999999,UNSAT,,0.053,
127,28,3,0.04,0,1.1209004748344422,8435516,0.04,0.0,2,0.0,12,11.619999999999989,UNSAT,,0.078,
128,28,3,0.04,0,1.0689003694534303,13757434,0.04,0.0,2,0.0,12,11.659999999999988,UNSAT,,0.081,
129,28,4,0.01,0,1.0091005194664002,165298,0.01,0.0,2,0.0,12,11.669999999999987,UNSAT,,0.053,
130,13,1,0.0,0,5.0,5223200,0.0,0.0,2,0.0,12,11.669999999999987,UNSAT,,0.053,
131,29,3,0.23,0,1.0437669981002808,8482008,0.23,0.0,2,0.0,12,11.899999999999988,UNSAT,,0.279,
132,13,5,0.01,0,5.0,13970987,0.01,0.0,2,0.0,13,11.909999999999988,UNSAT,,0.053,
133,30,2,0.0,0,1.0026002157211304,14371703,0.0,0.0,2,0.0,13,11.909999999999988,UNSAT,,0.053,
134,30,5,0.01,0,1.0203669894218446,8449837,0.01,0.0,2,0.0,13,11.919999999999987,UNSAT,,0.053,
135,30,1,0.0,0,1.007367156791687,8756526,0.0,0.0,2,0.0,13,11.919999999999987,UNSAT,,0.053,
136,30,3,0.04,0,1.0619669187545777,8435516,0.04,0.0,2,0.0,13,11.959999999999987,UNSAT,,0.103,
137,30,1,0.0,0,1.0186336267471314,5320365,0.0,0.0,2,0.0,13,11.959999999999987,UNSAT,,0.053,
138,30,4,0.02,0,1.0099668133735658,16690468,0.02,0.0,2,0.0,13,11.979999999999986,UNSAT,,0.079,
139,13,4,0.01,0,5.0,16279579,0.01,0.0,2,0.0,13,11.989999999999986,UNSAT,,0.053,
140,31,2,0.01,0,1.0026002157211304,8765092,0.01,0.0,2,0.0,13,11.999999999999986,UNSAT,,0.053,
141,13,2,0.0,0,5.0,12062815,0.0,0.0,2,0.0,13,11.999999999999986,UNSAT,,0.058,
142,32,2,0.0,0,1.0026002157211304,8765092,0.0,0.0,2,0.0,13,11.999999999999986,UNSAT,,0.053,
143,32,1,0.01,0,1.0185096490859986,15686777,0.01,0.0,2,0.0,13,12.009999999999986,UNSAT,,0.053,
144,32,4,0.01,0,1.0055098164558411,16279579,0.01,0.0,2,0.0,13,12.019999999999985,UNSAT,,0.053,
145,13,3,0.03,0,5.0,3334595,0.03,0.0,2,0.0,14,12.049999999999985,UNSAT,,0.078,
146,33,3,0.03,0,1.043457828807831,13757434,0.03,0.0,2,0.0,14,12.079999999999984,UNSAT,,0.077,
147,33,4,0.01,0,1.0203669894218446,4980283,0.01,0.0,2,0.0,14,12.089999999999984,UNSAT,,0.053,
148,33,1,0.0,0,1.007367156791687,5320365,0.0,0.0,2,0.0,14,12.089999999999984,UNSAT,,0.055,
149,33,3,0.03,0,1.0836335647583009,8435516,0.03,0.0,2,0.0,14,12.119999999999983,UNSAT,,0.078,
150,33,5,0.0,0,1.0446340668678284,7163446,0.0,0.0,2,0.0,14,12.119999999999983,UNSAT,,0.053,
