1: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.4'
12: sp-clause-activity-inc='1.1069898474191295', sp-clause-decay='1.0047174343309186', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='139', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.417671827880494', sp-learned-size-factor='0.10547486498376227', sp-max-res-lit-inc='0.4406280073623864', sp-max-res-runs='1', sp-orig-clause-sort-heur='6', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.40355816170679076', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.6539548282945891', sp-res-cutoff-cls='4', sp-res-cutoff-lits='137', sp-res-order-heur='14', sp-resolution='0', sp-restart-inc='1.4100598782575955', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8485158639313554', sp-var-dec-heur='11', sp-variable-decay='1.8350034636455228'
13: sp-clause-activity-inc='1.1135110550640532', sp-clause-decay='1.6973444238278639', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='528', sp-learned-clause-sort-heur='9', sp-learned-clauses-inc='1.4308487964622634', sp-learned-size-factor='1.4153469495881779', sp-max-res-lit-inc='3.674400567917002', sp-max-res-runs='7', sp-orig-clause-sort-heur='15', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.9541193563774444', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.3604673571184909', sp-res-cutoff-cls='15', sp-res-cutoff-lits='1230', sp-res-order-heur='4', sp-resolution='0', sp-restart-inc='1.6967383133707368', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.1701727533868862', sp-var-dec-heur='9', sp-variable-decay='1.3467342810460774'
14: sp-clause-activity-inc='0.537868557991028', sp-clause-decay='1.0082411057278016', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='43', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.2969206149069845', sp-learned-size-factor='1.3779340468946577', sp-max-res-lit-inc='1.509267182928442', sp-max-res-runs='11', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.3221712300444111', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.606512810426517', sp-res-cutoff-cls='14', sp-res-cutoff-lits='1551', sp-res-order-heur='19', sp-resolution='2', sp-restart-inc='1.3963867210406513', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6494271165861233', sp-var-dec-heur='13', sp-variable-decay='1.567534395928413'
15: sp-clause-activity-inc='1.3567699530825188', sp-clause-decay='1.186702255725001', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='2633', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.2899656712252336', sp-learned-size-factor='0.2143112151082136', sp-max-res-lit-inc='0.39907351815978964', sp-max-res-runs='1', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.44850610419305836', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.907611249556852', sp-res-cutoff-cls='2', sp-res-cutoff-lits='506', sp-res-order-heur='14', sp-resolution='0', sp-restart-inc='1.301845670581353', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9398269590954886', sp-var-dec-heur='7', sp-variable-decay='1.0771902510300029'
16: sp-clause-activity-inc='1.3807904333070313', sp-clause-decay='1.1337600681637787', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='49', sp-learned-clause-sort-heur='14', sp-learned-clauses-inc='1.4828410150735558', sp-learned-size-factor='0.5594819743639865', sp-max-res-lit-inc='0.6272003116220153', sp-max-res-runs='15', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.7428396866633062', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.9561055180991078', sp-res-cutoff-cls='15', sp-res-cutoff-lits='1152', sp-res-order-heur='13', sp-resolution='2', sp-restart-inc='1.1272640984581872', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0857100782884617', sp-var-dec-heur='5', sp-variable-decay='1.8585689219291257'
17: sp-clause-activity-inc='1.3567699530825188', sp-clause-decay='1.186702255725001', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='2633', sp-learned-clause-sort-heur='9', sp-learned-clauses-inc='1.2899656712252336', sp-learned-size-factor='0.2143112151082136', sp-max-res-lit-inc='0.39907351815978964', sp-max-res-runs='1', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.44850610419305836', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.907611249556852', sp-res-cutoff-cls='2', sp-res-cutoff-lits='506', sp-res-order-heur='14', sp-resolution='0', sp-restart-inc='1.301845670581353', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9398269590954886', sp-var-dec-heur='7', sp-variable-decay='1.0771902510300029'
18: sp-clause-activity-inc='0.915110619811757', sp-clause-decay='1.2118917536638554', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='108', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.180886589686479', sp-learned-size-factor='0.2165772382404933', sp-max-res-lit-inc='1.23076420592534', sp-max-res-runs='23', sp-orig-clause-sort-heur='5', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.0613855134253871', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.5077679624708972', sp-res-cutoff-cls='2', sp-res-cutoff-lits='726', sp-res-order-heur='10', sp-resolution='0', sp-restart-inc='1.364551943065983', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2894605201262066', sp-var-dec-heur='14', sp-variable-decay='1.83446902880738'
19: sp-clause-activity-inc='1.2613006331164438', sp-clause-decay='1.1791390901882521', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='41', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.4302305601334204', sp-learned-size-factor='0.20414914014961444', sp-max-res-lit-inc='1.5938866018429563', sp-max-res-runs='2', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.3038355699121066', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7145612724145161', sp-res-cutoff-cls='6', sp-res-cutoff-lits='1003', sp-res-order-heur='18', sp-resolution='2', sp-restart-inc='1.4116152355637293', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6790872671526491', sp-var-dec-heur='7', sp-variable-decay='1.0062699952260281'
20: sp-clause-activity-inc='0.736478456590207', sp-clause-decay='1.8696352089193264', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='1491', sp-learned-clause-sort-heur='6', sp-learned-clauses-inc='1.2486019236415085', sp-learned-size-factor='1.235363698816085', sp-max-res-lit-inc='0.9255909089280718', sp-max-res-runs='4', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.4271941091880157', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.002810559787968', sp-res-cutoff-cls='9', sp-res-cutoff-lits='699', sp-res-order-heur='18', sp-resolution='2', sp-restart-inc='1.197274869174117', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.194820983937535', sp-var-dec-heur='5', sp-variable-decay='1.9513125695956781'
21: sp-clause-activity-inc='1.243195292598126', sp-clause-decay='1.0047174343309186', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='37', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.417671827880494', sp-learned-size-factor='0.10547486498376227', sp-max-res-lit-inc='0.4406280073623864', sp-max-res-runs='1', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.40355816170679076', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.6539548282945891', sp-res-cutoff-cls='4', sp-res-cutoff-lits='137', sp-res-order-heur='14', sp-resolution='0', sp-restart-inc='1.4100598782575955', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8485158639313554', sp-var-dec-heur='7', sp-variable-decay='1.8350034636455228'
22: sp-clause-activity-inc='1.2704542137944614', sp-clause-decay='1.561608146295299', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='3091', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.4674447004182922', sp-learned-size-factor='0.1952445355449124', sp-max-res-lit-inc='0.9301562035212819', sp-max-res-runs='1', sp-orig-clause-sort-heur='15', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.9067301543524173', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.43782756298370096', sp-res-cutoff-cls='4', sp-res-cutoff-lits='574', sp-res-order-heur='4', sp-resolution='0', sp-restart-inc='1.6248417880631503', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6515185015923587', sp-var-dec-heur='7', sp-variable-decay='1.0195602119216578'
23: sp-clause-activity-inc='0.9597242694537623', sp-clause-decay='1.4435757357966832', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='28', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1700525637923225', sp-learned-size-factor='0.5103005082613546', sp-max-res-lit-inc='0.6313050246619379', sp-max-res-runs='16', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.6676300232218759', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.6001649921414699', sp-res-cutoff-cls='5', sp-res-cutoff-lits='211', sp-res-order-heur='14', sp-resolution='1', sp-restart-inc='1.647315501862054', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3053251909189687', sp-var-dec-heur='2', sp-variable-decay='1.9776601205921642'
24: sp-clause-activity-inc='1.2704542137944614', sp-clause-decay='1.1817326144151332', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='3091', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.2746900423494423', sp-learned-size-factor='0.1952445355449124', sp-max-res-lit-inc='0.9301562035212819', sp-max-res-runs='1', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.9067301543524173', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.43782756298370096', sp-res-cutoff-cls='4', sp-res-cutoff-lits='574', sp-res-order-heur='4', sp-resolution='1', sp-restart-inc='1.8501662545566062', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9298553755467733', sp-var-dec-heur='7', sp-variable-decay='1.0879658435344444'
25: sp-clause-activity-inc='1.1052010698009833', sp-clause-decay='1.704817731318774', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='1109', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.1862977078487538', sp-learned-size-factor='0.31684778563020916', sp-max-res-lit-inc='0.41422136335619264', sp-max-res-runs='27', sp-orig-clause-sort-heur='12', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.6144063855337167', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.7206798804386417', sp-res-cutoff-cls='5', sp-res-cutoff-lits='175', sp-res-order-heur='13', sp-resolution='0', sp-restart-inc='1.6712007814024745', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6488239632460594', sp-var-dec-heur='17', sp-variable-decay='1.200089937899032'
26: sp-clause-activity-inc='1.142545215908879', sp-clause-decay='1.1800891435329142', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='2601', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.4674447004182922', sp-learned-size-factor='0.22793937633294215', sp-max-res-lit-inc='0.9301562035212819', sp-max-res-runs='1', sp-orig-clause-sort-heur='6', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.9067301543524173', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.43782756298370096', sp-res-cutoff-cls='4', sp-res-cutoff-lits='574', sp-res-order-heur='4', sp-resolution='0', sp-restart-inc='1.7133689908793557', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6515185015923587', sp-var-dec-heur='15', sp-variable-decay='1.0864463506091708'
27: sp-clause-activity-inc='1.2122464439247524', sp-clause-decay='1.1607268653571776', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='241', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.4947860810880997', sp-learned-size-factor='0.3329144931972283', sp-max-res-lit-inc='1.4266241963961925', sp-max-res-runs='3', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.9524044299149519', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0144055458901078', sp-res-cutoff-cls='11', sp-res-cutoff-lits='456', sp-res-order-heur='7', sp-resolution='2', sp-restart-inc='1.3041383618557278', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0275268709236367', sp-var-dec-heur='7', sp-variable-decay='1.8374680171988027'
28: sp-clause-activity-inc='1.1107623556405506', sp-clause-decay='1.470490458385666', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='241', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.4947860810880997', sp-learned-size-factor='0.20055435053634801', sp-max-res-lit-inc='1.4266241963961925', sp-max-res-runs='3', sp-orig-clause-sort-heur='15', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.9524044299149519', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0144055458901078', sp-res-cutoff-cls='11', sp-res-cutoff-lits='456', sp-res-order-heur='7', sp-resolution='0', sp-restart-inc='1.3597162852745628', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0275268709236367', sp-var-dec-heur='7', sp-variable-decay='1.8374680171988027'
29: sp-clause-activity-inc='1.395603929989854', sp-clause-decay='1.0272900557976195', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='134', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.287599977810085', sp-learned-size-factor='1.053761442883447', sp-max-res-lit-inc='2.838929325187426', sp-max-res-runs='5', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.5896846657179301', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.616666742398271', sp-res-cutoff-cls='18', sp-res-cutoff-lits='990', sp-res-order-heur='15', sp-resolution='0', sp-restart-inc='1.1269559235762874', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6237891240807257', sp-var-dec-heur='3', sp-variable-decay='1.4094605855308637'
30: sp-clause-activity-inc='1.4188534226780805', sp-clause-decay='1.1817326144151332', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='3091', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.4663231799809862', sp-learned-size-factor='0.1952445355449124', sp-max-res-lit-inc='0.9301562035212819', sp-max-res-runs='1', sp-orig-clause-sort-heur='15', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.9067301543524173', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.43782756298370096', sp-res-cutoff-cls='4', sp-res-cutoff-lits='574', sp-res-order-heur='4', sp-resolution='0', sp-restart-inc='1.5031120879290616', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9298553755467733', sp-var-dec-heur='3', sp-variable-decay='1.0439120329199905'
31: sp-clause-activity-inc='1.1760199633158428', sp-clause-decay='1.1189325545680877', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='1879', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.4025094676102616', sp-learned-size-factor='0.10212142923283536', sp-max-res-lit-inc='2.064464499033902', sp-max-res-runs='2', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.7431751297056637', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.45711864466090885', sp-res-cutoff-cls='4', sp-res-cutoff-lits='267', sp-res-order-heur='5', sp-resolution='0', sp-restart-inc='1.4373070787630384', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3976399384715859', sp-var-dec-heur='12', sp-variable-decay='1.3340740121349817'
